受注No,受注日,得意先,得意先注文No,製品名１,製品名２,受注数量,単位,台数,受注金額,納期,納期返事,版区,入日,工程１－工程名,工程１－号機名,工程１－完了日,工程１－完了数,工程２－工程名,工程２－号機名,工程２－完了日,工程２－完了数,工程３－工程名,工程３－号機名,工程３－完了日,工程３－完了数,工程４－工程名,工程４－号機名,工程４－完了日,工程４－完了数,工程５－工程名,工程５－号機名,工程５－完了日,工程５－完了数,工程６－工程名,工程６－号機名,工程６－完了日,工程６－完了数,工程７－工程名,工程７－号機名,工程７－完了日,工程７－完了数,工程８－工程名,工程８－号機名,工程８－完了日,工程８－完了数,工程９－工程名,工程９－号機名,工程９－完了日,工程９－完了数,工程１０－工程名,工程１０－号機名,工程１０－完了日,工程１０－完了数,最終納品日,最終伝票No,納品金額,状態１,状態２
0000326775-000,2026/06/02,岡山フィルム㈲,ORD-32630,PET パウチ 300μ 銀,,46300,枚,  0,848022,2026/07/15,2026/07/15,旧版,,印刷,2号機,2026/07/01 確,0,ラミネート,Ｌ１号,2026/07/06 確,0,スリッター,４号機,2026/07/07 確,0,サイド,１２号機,2026/07/09 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326776-000,2026/06/02,岡山フィルム㈲,ORD-68341,NY チューブ 100μ クリア,,46300,枚,  0,192055,2026/07/15,2026/07/15,旧版,,印刷,2号機,2026/07/01 確,0,ラミネート,Ｌ１号,2026/07/06 確,0,スリッター,４号機,2026/07/07 確,0,サイド,１２号機,2026/07/10 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326777-000,2026/06/02,岡山フィルム㈲,ORD-99381,PE フィルム 300μ 透明,,46300,枚,  0,986593,2026/07/15,2026/07/15,旧版,,印刷,2号機,2026/07/01 確,0,ラミネート,Ｌ１号,2026/07/06 確,0,スリッター,４号機,2026/07/07 確,0,サイド,１２号機,2026/07/09 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326778-000,2026/06/02,相模商事(株),,CPP シート 100μ 黒,,60000,枚,  0,435112,2026/08/03,2026/08/19,旧版,,印刷,1号機,2026/07/23 確,0,ラミネート,宮内紙工,2026/07/24 確,0,三方,１０号機,2026/08/05 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326779-000,2026/06/02,広島テック(株),ORD-97535,透明 カップ 300μ 黒,,20000,枚,  0,464301,2026/08/05,2026/08/04,旧版,,印刷,2号機,2026/07/24 確,0,ラミネート,Ｌ１号,2026/07/27 確,0,スリッター,３号機,2026/07/29 確,0,サイド,１号機,2026/08/01 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326780-000,2026/06/02,浜松産業,ORD-18511,EVOH テープ 300μ 青,,15360,ｍ,  0,676713,2026/08/17,2026/08/17,旧版,,印刷,3号機,2026/07/31 確,0,スリッター,３号機,2026/08/07 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326781-000,2026/06/02,浜松産業,ORD-81063,透明 カップ 300μ 黒,,15360,ｍ,  0,404466,2026/08/03,2026/08/03,旧版,,印刷,3号機,2026/07/31 確,0,スリッター,３号機,2026/08/01 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326782-000,2026/06/02,千葉ラベル㈲,ORD-49315,AL トレー 100μ 銀,,26461,枚,  0,992717,2026/07/16,2026/07/24,旧版,,印刷,4号機,2026/07/10 確,0,ラミネート,Ｌ2号機,2026/07/13 確,0,スリッター,４号機,2026/07/14 確,0,サイド,１７号機,2026/07/22 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326783-000,2026/06/02,広島商事(株),ORD-30644,紙 ラベル 300μ クリア,,8129,枚,  0,93584,2026/07/20,2026/07/17,,,合掌,９号機,2026/06/12 完,10300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326784-000,2026/06/02,福岡産業,ORD-32818,不織布 ロール 100μ 透明,,11058,枚,  0,57381,2026/07/02,2026/07/02,無地,,サイド,タクショウ,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326785-000,2026/06/02,千葉ラベル㈲,ORD-76683,透明 カップ 300μ 黒,,31636,枚,  0,335134,2026/07/29,2026/08/03,旧版,,印刷,3号機,2026/07/14 確,0,ラミネート,Ｌ2号機,2026/07/16 確,0,スリッター,３号機,2026/07/23 確,0,サイド,２０号機,2026/07/29 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326786-000,2026/06/02,新潟加工(有),,OPP 袋 100μ 青,,17600,枚,  0,227257,2026/07/10,,旧版,,作業無,,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326787-000,2026/06/02,新潟工業(有),ORD-36342,PET パウチ 300μ 銀,,15360,ｍ,  0,930541,2026/08/27,2026/08/27,旧版,,印刷,5-Ｆ号機,2026/08/24 確,0,スリッター,２号機,2026/08/25 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326788-000,2026/06/02,新潟工業(有),ORD-28202,NY チューブ 100μ クリア,,7680,ｍ,  0,41029,2026/08/27,2026/08/27,旧版,,印刷,1-Ｆ号機,2026/08/17 確,0,スリッター,５号機,2026/08/24 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326789-000,2026/06/02,京都産業,ORD-74752,PE フィルム 300μ 透明,,137600,枚,  0,127560,2026/09/07,,旧版,,印刷,2号機,           未,0,ラミネート,宮内紙工,           未,0,スリッター,３号機,           未,0,サイド,１５号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326790-000,2026/06/02,京都産業,ORD-57303,CPP シート 100μ 黒,,64000,枚,  0,680933,2026/10/05,,旧版,,印刷,2号機,           未,0,ラミネート,宮内紙工,           未,0,スリッター,４号機,           未,0,サイド,２９号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326791-000,2026/06/02,京都産業,ORD-85009,EVOH テープ 300μ 青,,64000,枚,  0,486831,2026/10/05,,旧版,,印刷,2号機,           未,0,ラミネート,宮内紙工,           未,0,スリッター,３号機,           未,0,サイド,２９号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326792-000,2026/06/02,京都産業,ORD-71263,AL トレー 100μ 銀,,139200,枚,  0,942700,2026/11/05,,旧版,,印刷,2号機,           未,0,ラミネート,宮内紙工,           未,0,スリッター,３号機,           未,0,サイド,１５号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326793-000,2026/06/02,京都産業,ORD-82305,紙 ラベル 300μ クリア,,137600,枚,  0,236074,2026/11/05,,旧版,,印刷,2号機,           未,0,ラミネート,宮内紙工,           未,0,スリッター,３号機,           未,0,サイド,１５号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326794-000,2026/06/02,京都産業,ORD-90209,不織布 ロール 100μ 透明,,64000,枚,  0,190403,2026/11/05,,旧版,,印刷,2号機,           未,0,ラミネート,宮内紙工,           未,0,スリッター,６号機,           未,0,サイド,１５号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326795-000,2026/06/03,川崎サプライ(株),,NY チューブ 100μ クリア,,7680,ｍ,  0,18617,2026/07/06,2026/07/13,旧版,,印刷,1-Ｆ号機,2026/07/08 確,0,スリッター,５号機,2026/07/10 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326796-000,2026/06/03,福岡パッケージ,ORD-50539,透明 カップ 300μ 黒,,15360,ｍ,  0,517500,2026/07/02,2026/07/22,無地,,ラミネート,宮内紙工,2026/07/09 確,0,スリッター,３号機,2026/07/21 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326797-000,2026/06/03,長崎メディア,,NY チューブ 100μ クリア,,53142,枚,  0,851759,2026/08/03,,無地,,ラミネート,Ｌ１号,           未,0,巻き直し,社内検品機１,           未,0,スリッター,６号機,           未,0,サイド,４号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326798-000,2026/06/03,川崎サプライ(株),,OPP 袋 100μ 青,,7040,ｍ,  0,853789,2026/07/01,2026/07/10,旧版,,印刷,1号機,2026/06/22 確,0,ラミネート,Ｌ2号機,2026/07/08 確,0,スリッター,３号機,2026/07/09 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326799-000,2026/06/03,川崎サプライ(株),,透明 カップ 300μ 黒,,7680,ｍ,  0,72739,2026/07/06,2026/07/10,旧版,,印刷,1-Ｆ号機,2026/07/08 確,0,スリッター,５号機,2026/07/09 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326800-000,2026/06/03,川崎サプライ(株),,PET パウチ 300μ 銀,,44903,枚,  0,651231,2026/09/18,,旧版,,印刷,3号機,           未,0,ラミネート,宮内紙工,           未,0,三方,１０号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326801-000,2026/06/03,横浜加工(有),,NY チューブ 100μ クリア,,3680,ｍ,  0,63843,2026/07/13,2026/07/17,旧版,,印刷,2-Ｆ号機,2026/07/01 確,0,ラミネート,Ｌ１号,2026/07/15 確,0,スリッター,５号機,2026/07/16 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326802-000,2026/06/03,岡山フィルム㈲,ORD-63665,PE フィルム 300μ 透明,,33600,枚,  0,963333,2026/08/01,2026/08/03,旧版,,印刷,3号機,2026/07/22 確,0,ラミネート,Ｌ2号機,2026/07/28 確,0,スリッター,６号機,2026/07/29 確,0,サイド,１号機,2026/07/30 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326803-000,2026/06/03,熊本プリント㈱,ORD-85353,CPP シート 100μ 黒,,1800,ｍ,  0,19666,2026/08/24,2026/08/24,旧版,,印刷,4号機,2026/08/18 確,0,ラミネート,Ｌ１号,2026/08/20 確,0,スリッター,６号機,2026/08/21 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326804-000,2026/06/03,大阪印刷㈲,ORD-26426,EVOH テープ 300μ 青,,7600,ｍ,  0,432427,2026/07/14,2026/07/17,旧版,,印刷,5号機,2026/07/15 確,0,スリッター,３号機,2026/07/16 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326805-000,2026/06/03,浜松パッケージ,ORD-94192,AL トレー 100μ 銀,,25066,枚,  0,177767,2026/07/31,2026/08/03,旧版,,印刷,4号機,2026/07/28 確,0,サイド,６号機,2026/07/30 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326806-000,2026/06/03,千葉印刷㈲,ORD-68979,紙 ラベル 300μ クリア,,3600,ｍ,  0,588461,2026/07/02,2026/07/06,旧版,,印刷,2号機,2026/06/23 確,0,スリッター,５号機,2026/07/02 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326807-000,2026/06/03,熊本プリント㈱,ORD-99143,不織布 ロール 100μ 透明,,10320,ｍ,  0,642491,2026/08/05,2026/08/05,新版,2026/06/11,印刷,3号機,2026/07/24 確,0,ラミネート,Ｌ2号機,2026/07/28 確,0,スリッター,２号機,2026/07/29 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326808-000,2026/06/03,大阪印刷㈲,ORD-55156,透明 カップ 300μ 黒,,87500,枚,  0,234568,2026/07/23,2026/07/31,旧版,,印刷,1号機,2026/06/30 確,0,ラミネート,宮内紙工,2026/07/06 確,0,検品機,社内検品機２,2026/07/10 確,0,スリッター,６号機,2026/07/13 確,0,サイド,２９号機,2026/07/29 確,0,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326809-000,2026/06/03,大阪印刷㈲,ORD-82260,OPP 袋 100μ 青,,50000,枚,  0,770872,2026/07/21,2026/08/03,旧版,,印刷,1号機,2026/06/29 確,0,ラミネート,宮内紙工,2026/07/06 確,0,検品機,社内検品機２,2026/07/10 確,0,スリッター,４号機,2026/07/13 確,0,サイド,２９号機,2026/07/30 確,0,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326810-000,2026/06/03,大阪印刷㈲,ORD-87042,PET パウチ 300μ 銀,,50000,枚,  0,290802,2026/07/21,2026/08/03,旧版,,印刷,1号機,2026/06/29 確,0,ラミネート,宮内紙工,2026/07/06 確,0,検品機,社内検品機２,2026/07/10 確,0,スリッター,４号機,2026/07/13 確,0,サイド,２９号機,2026/07/31 確,0,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326811-000,2026/06/03,大阪印刷㈲,ORD-26912,NY チューブ 100μ クリア,,50000,枚,  0,553633,2026/07/21,2026/08/03,旧版,,印刷,1号機,2026/06/29 確,0,ラミネート,宮内紙工,2026/07/06 確,0,検品機,社内検品機２,2026/07/10 確,0,スリッター,３号機,2026/07/13 確,0,サイド,２９号機,2026/07/30 確,0,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326812-000,2026/06/03,大阪印刷㈲,ORD-75911,PE フィルム 300μ 透明,,87500,枚,  0,158104,2026/07/16,2026/07/28,旧版,,印刷,1号機,2026/06/29 確,0,ラミネート,宮内紙工,2026/07/06 確,0,検品機,社内検品機２,2026/07/10 確,0,スリッター,６号機,2026/07/13 確,0,サイド,２９号機,2026/07/23 確,0,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326813-000,2026/06/03,大阪印刷㈲,ORD-26274,CPP シート 100μ 黒,,87500,枚,  0,643269,2026/07/16,2026/07/28,旧版,,印刷,1号機,2026/06/29 確,0,ラミネート,宮内紙工,2026/07/06 確,0,検品機,社内検品機２,2026/07/10 確,0,スリッター,６号機,2026/07/13 確,0,サイド,２９号機,2026/07/24 確,0,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326814-000,2026/06/03,大阪印刷㈲,ORD-30056,EVOH テープ 300μ 青,,50000,枚,  0,418897,2026/07/21,2026/07/22,旧版,,印刷,1号機,2026/06/30 確,0,ラミネート,宮内紙工,2026/07/06 確,0,検品機,社内検品機２,2026/07/10 確,0,スリッター,３号機,2026/07/13 確,0,サイド,２９号機,2026/07/16 確,0,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326815-000,2026/06/03,浜松メディア,ORD-31581,AL トレー 100μ 銀,,17333,枚,  0,31229,2026/06/25,2026/07/07,新版,2026/06/11,印刷,5-Ｆ号機,2026/06/18 完,3920,三角,２６号機,2026/06/25 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326816-000,2026/06/03,京都産業,ORD-52291,紙 ラベル 300μ クリア,,3520,ｍ,  0,843788,2026/07/15,2026/07/15,旧版,,印刷,1号機,2026/07/02 確,0,ラミネート,Ｌ2号機,2026/07/06 確,0,検品機,社内検品機２,2026/07/09 確,0,スリッター,５号機,2026/07/13 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326817-000,2026/06/03,長崎産業,ORD-39552,不織布 ロール 100μ 透明,,11030,枚,  0,55353,2026/08/03,2026/08/19,無地,,スリッター,５号機,2026/07/22 確,0,合掌,９号機,2026/08/01 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326818-000,2026/06/03,岡山印刷㈲,ORD-78012,透明 カップ 300μ 黒,,12600,ｍ,  0,47230,2026/07/02,2026/07/09,新版,2026/06/24,印刷,1-Ｆ号機,2026/07/03 確,0,スリッター,６号機,2026/07/07 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326819-000,2026/06/03,姫路デザイン(有),,OPP 袋 100μ 青,,8000,枚,  0,20336,2026/07/28,2026/07/28,改版,2026/06/18,印刷,2-Ｆ号機,2026/07/22 確,0,サイド,２０号機,2026/07/24 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326820-000,2026/06/03,新潟デザイン(有),ORD-42847,PET パウチ 300μ 銀,,6000,枚,  0,305837,2026/06/29,2026/06/29,新版,,ﾃﾞｼﾞﾀﾙ印刷,ｲﾝﾃﾞｨｺﾞ2号,2026/06/17 完,2500,ラミネート,Ｌ2号機,2026/06/19 確,0,スリッター,３号機,2026/06/22 確,0,合掌,９号機,2026/06/23 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326821-000,2026/06/03,神戸加工(有),ORD-93238,NY チューブ 100μ クリア,,19459,枚,  0,677599,2026/07/17,2026/07/30,旧版,,印刷,4号機,2026/07/09 確,0,スリッター,４号機,2026/07/10 確,0,サイド,１７号機,2026/07/23 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326822-000,2026/06/03,姫路デザイン(有),,PE フィルム 300μ 透明,,8000,枚,  0,45972,2026/07/28,2026/07/28,改版,2026/06/18,印刷,2-Ｆ号機,2026/07/22 確,0,サイド,２０号機,2026/07/24 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326823-000,2026/06/03,名古屋商事(株),ORD-26406,CPP シート 100μ 黒,,7520,ｍ,  0,91922,2026/06/25,,旧版,,印刷,3号機,           未,0,スリッター,５号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326824-000,2026/06/03,名古屋商事(株),ORD-49691,EVOH テープ 300μ 青,,1940,ｍ,  0,90534,2026/06/29,2026/07/15,旧版,,印刷,1-Ｆ号機,2026/07/13 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326825-000,2026/06/03,福岡産業,ORD-79924,AL トレー 100μ 銀,,12640,枚,  0,197966,2026/07/16,2026/07/31,旧版,,印刷,1号機,2026/07/10 確,0,ラミネート,Ｌ2号機,2026/07/15 確,0,スリッター,３号機,2026/07/16 確,0,サイド,２０号機,2026/07/28 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326826-000,2026/06/03,浜松メディア,ORD-75873,紙 ラベル 300μ クリア,,169200,枚,  0,772124,2026/07/24,2026/08/17,旧版,,印刷,1-Ｆ号機,2026/07/14 確,0,サイド,２１号機,2026/08/01 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326827-000,2026/06/03,姫路デザイン(有),,不織布 ロール 100μ 透明,,14000,枚,  0,276827,2026/08/04,2026/08/04,改版,2026/06/19,印刷,1-Ｆ号機,2026/07/27 確,0,サイド,２０号機,2026/08/01 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326828-000,2026/06/03,新潟工業(有),ORD-87569,透明 カップ 300μ 黒,,19200,枚,  0,708851,2026/07/06,2026/07/06,無地,,サイド,２４号機,2026/06/23 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326829-000,2026/06/03,大阪フィルム㈲,ORD-30210,AL トレー 100μ 銀,,28617,枚,  0,279516,2026/08/07,2026/08/06,旧版,,印刷,2-Ｆ号機,2026/07/28 確,0,ラミネート,Ｌ１号,2026/07/30 確,0,スリッター,４号機,2026/07/31 確,0,サイド,２１号機,2026/08/01 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326830-000,2026/06/03,川崎テック(株),ORD-96341,OPP 袋 100μ 青,,15238,枚,  0,754813,2026/06/26,2026/07/10,新版,2026/06/12,印刷,2号機,2026/06/18 完,1950,ラミネート,Ｌ１号,2026/06/30 確,0,スリッター,６号機,2026/07/01 確,0,サイド,１９号機,2026/07/07 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326831-000,2026/06/03,大阪フィルム㈲,ORD-89316,AL トレー 100μ 銀,,28617,枚,  0,454019,2026/09/11,,旧版,,印刷,2-Ｆ号機,           未,0,ラミネート,Ｌ１号,           未,0,スリッター,４号機,           未,0,サイド,２１号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326832-000,2026/06/03,千葉ラベル㈲,ORD-83874,PET パウチ 300μ 銀,,12800,枚,  0,143195,2026/07/21,2026/07/31,旧版,,印刷,3号機,2026/07/10 確,0,ラミネート,Ｌ2号機,2026/07/15 確,0,スリッター,３号機,2026/07/16 確,0,サイド,２０号機,2026/07/28 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326833-000,2026/06/03,千葉ラベル㈲,ORD-13718,NY チューブ 100μ クリア,,12800,枚,  0,185168,2026/07/21,2026/07/31,旧版,,印刷,3号機,2026/07/10 確,0,ラミネート,Ｌ2号機,2026/07/15 確,0,スリッター,３号機,2026/07/16 確,0,サイド,２０号機,2026/07/29 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326834-000,2026/06/03,千葉ラベル㈲,ORD-15958,PE フィルム 300μ 透明,,61176,枚,  0,772612,2026/07/21,2026/07/28,旧版,,印刷,2-Ｆ号機,2026/07/14 確,0,ラミネート,Ｌ2号機,2026/07/15 確,0,スリッター,３号機,2026/07/16 確,0,合掌,西岡製袋（合,2026/07/17 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326835-000,2026/06/03,千葉ラベル㈲,ORD-85598,CPP シート 100μ 黒,,22709,枚,  0,377511,2026/07/21,2026/07/28,旧版,,印刷,1号機,2026/07/09 確,0,ラミネート,Ｌ2号機,2026/07/14 確,0,スリッター,４号機,2026/07/15 確,0,サイド,１９号機,2026/07/24 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326836-000,2026/06/03,相模テック(株),ORD-95344,EVOH テープ 300μ 青,,20000,枚,  0,321048,2026/07/28,2026/07/29,旧版,,印刷,2号機,2026/07/06 確,0,ラミネート,Ｌ１号,2026/07/21 確,0,スリッター,６号機,2026/07/22 確,0,サイド,１３号機,2026/07/27 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326837-000,2026/06/03,浜松パッケージ,ORD-84991,AL トレー 100μ 銀,,43500,枚,  0,536822,2026/07/17,2026/08/03,改版,2026/06/19,印刷,3号機,2026/07/13 確,0,スリッター,５号機,2026/07/14 確,0,サイド,１８号機,2026/07/31 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326838-000,2026/06/03,千葉ラベル㈲,ORD-91016,紙 ラベル 300μ クリア,,15047,枚,  0,770030,2026/07/21,2026/08/04,旧版,,印刷,1号機,2026/07/09 確,0,ラミネート,Ｌ2号機,2026/07/15 確,0,スリッター,５号機,2026/07/16 確,0,合掌,８号機,2026/08/01 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326839-000,2026/06/03,千葉ラベル㈲,ORD-13969,不織布 ロール 100μ 透明,,7904,枚,  0,75278,2026/07/21,2026/08/04,旧版,,印刷,2-Ｆ号機,2026/07/14 確,0,ラミネート,Ｌ１号,2026/07/16 確,0,スリッター,６号機,2026/07/17 確,0,合掌,８号機,2026/08/01 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326840-000,2026/06/03,千葉ラベル㈲,ORD-92203,透明 カップ 300μ 黒,,34400,枚,  0,672079,2026/06/29,2026/07/06,旧版,,印刷,1号機,2026/06/19 確,0,ラミネート,Ｌ１号,2026/06/29 確,0,スリッター,５号機,2026/07/01 確,0,サイド,１９号機,2026/07/02 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326841-000,2026/06/03,千葉ラベル㈲,ORD-47967,OPP 袋 100μ 青,,28666,枚,  0,773088,2026/08/19,2026/08/19,旧版,,印刷,2号機,2026/08/04 確,0,ラミネート,Ｌ１号,2026/08/06 確,0,スリッター,４号機,2026/08/07 確,0,サイド,１号機,2026/08/10 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326842-000,2026/06/03,姫路デザイン(有),,PET パウチ 300μ 銀,,9000,枚,  0,416768,2026/07/28,2026/07/28,改版,2026/06/19,印刷,2-Ｆ号機,2026/07/22 確,0,サイド,２０号機,2026/07/23 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326843-000,2026/06/03,千葉ラベル㈲,ORD-73300,NY チューブ 100μ クリア,,60666,枚,  0,356773,2026/08/19,2026/08/19,旧版,,印刷,2号機,2026/08/04 確,0,ラミネート,Ｌ１号,2026/08/06 確,0,スリッター,４号機,2026/08/07 確,0,サイド,１号機,2026/08/08 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326844-000,2026/06/03,千葉ラベル㈲,ORD-99783,PE フィルム 300μ 透明,,28666,枚,  0,525818,2026/07/30,2026/07/31,旧版,,印刷,2号機,2026/07/16 確,0,ラミネート,Ｌ１号,2026/07/23 確,0,スリッター,４号機,2026/07/24 確,0,サイド,１号機,2026/07/30 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326845-000,2026/06/03,姫路デザイン(有),,CPP シート 100μ 黒,,6000,枚,  0,411882,2026/07/28,2026/07/28,改版,2026/06/19,印刷,2-Ｆ号機,2026/07/22 確,0,サイド,２０号機,2026/07/23 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326846-000,2026/06/03,新潟デザイン(有),ORD-69446,EVOH テープ 300μ 青,,2700,ｍ,  0,176517,2026/06/29,2026/06/29,新版,,ﾃﾞｼﾞﾀﾙ印刷,ｲﾝﾃﾞｨｺﾞ2号,2026/06/17 完,1850,ラミネート,Ｌ2号機,2026/06/19 確,0,検品機,社内検品機１,2026/06/19 確,0,スリッター,５号機,2026/06/25 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326847-000,2026/06/03,神戸加工(有),ORD-17852,PET パウチ 300μ 銀,,21120,ｍ,  0,0,2026/07/01,,新版,2026/06/08,印刷,,           未,0,ラミネート,Ｌ2号機,           未,0,巻き直し,,           未,0,スリッター,,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
0000326848-000,2026/06/03,東京クリエイト㈱,ORD-30719,AL トレー 100μ 銀,,70000,枚,  0,560959,2026/06/23,2026/06/23,旧版,,印刷,5-Ｆ号機,2026/06/19 確,0,スリッター,２号機,2026/06/22 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326849-000,2026/06/04,岡山印刷㈲,,AL トレー 100μ 銀,,46560,ｍ,  0,64476,2026/06/23,2026/06/23,旧版,,印刷,5-Ｆ号機,2026/06/19 確,0,スリッター,４号機,2026/06/22 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326850-000,2026/06/04,仙台フィルム㈲,,紙 ラベル 300μ クリア,,26769,枚,  0,607774,2026/09/01,,旧版,,印刷,1号機,           未,0,ラミネート,宮内紙工,           未,0,三方,１０号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
